1)riId,2)riType,3)regulatorId,4)regulatorName,17)firstGene,19)targetTuOrGene,20)confidenceLevel
RDBECOLIRIC00275,tf-promoter,RDBECOLITFC00166,PhoP,gadE,RDBECOLITUC02333:gadEF,W
RDBECOLIRIC00278,tf-promoter,RDBECOLITFC00016,MqsA,cspD,RDBECOLITUC02433:cspD,S
RDBECOLIRIC00279,tf-promoter,RDBECOLITFC00016,MqsA,cspD,RDBECOLITUC02433:cspD,S
RDBECOLIRIC00280,tf-promoter,RDBECOLITFC00016,MqsA,mqsR,RDBECOLITUC01035:mqsRA,C
RDBECOLIRIC00281,tf-promoter,RDBECOLITFC00016,MqsA,mqsR,RDBECOLITUC01035:mqsRA,C
RDBECOLIRIC00282,tf-promoter,RDBECOLITFC00021,SdiA,gadW,RDBECOLITUC01723:gadW,W
RDBECOLIRIC00283,tf-promoter,RDBECOLITFC00020,H-NS,casA,RDBECOLITUC00936:casABCDE12,C
RDBECOLIRIC00284,tf-promoter,RDBECOLITFC00201,SoxS,ybjC,RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN,S
RDBECOLIRIC00285,tf-promoter,RDBECOLITFC00074,MarA,ybjC,RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN,S
RDBECOLIRIC00286,tf-promoter,RDBECOLITFC00051,Rob,ybjC,RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN,W
RDBECOLIRIC00287,tf-promoter,RDBECOLITFC00201,SoxS,acnA,RDBECOLITUC03675:acnA,C
RDBECOLIRIC00288,tf-promoter,RDBECOLITFC00074,MarA,acnA,RDBECOLITUC03675:acnA,S
RDBECOLIRIC00289,tf-promoter,RDBECOLITFC00051,Rob,acnA,RDBECOLITUC03675:acnA,W
RDBECOLIRIC00290,tf-promoter,RDBECOLITFC00074,MarA,yncE,RDBECOLITUC02822:yncE,W
RDBECOLIRIC00291,tf-promoter,RDBECOLITFC00201,SoxS,nfsB,RDBECOLITUC02317:nfsB,S
RDBECOLIRIC00292,tf-promoter,RDBECOLITFC00051,Rob,nfsB,RDBECOLITUC02317:nfsB,W
RDBECOLIRIC00293,tf-promoter,RDBECOLITFC00119,CaiF,fixA,RDBECOLITUC03553:fixABCX,S
RDBECOLIRIC00294,tf-promoter,RDBECOLITFC00119,CaiF,fixA,RDBECOLITUC03553:fixABCX,S
RDBECOLIRIC00295,tf-promoter,RDBECOLITFC00119,CaiF,caiT,RDBECOLITUC03281:caiTABCDE,S
RDBECOLIRIC00296,tf-promoter,RDBECOLITFC00119,CaiF,caiT,RDBECOLITUC03281:caiTABCDE,S
RDBECOLIRIC00297,tf-promoter,RDBECOLITFC00017,DnaA,nrdA,RDBECOLITUC03084:nrdAB-yfaE,W
RDBECOLIRIC00298,tf-promoter,RDBECOLITFC00128,FNR,pdeF,RDBECOLITUC02916:yfgF,C
RDBECOLIRIC00304,tf-promoter,RDBECOLITFC00171,YqhC,yqhD,RDBECOLITUC01026:yqhD-dkgA,C
RDBECOLIRIC00305,tf-promoter,RDBECOLITFC00171,YqhC,yqhD,RDBECOLITUC01026:yqhD-dkgA,C
RDBECOLIRIC00306,tf-promoter,RDBECOLITFC00189,CRP,lsrR,RDBECOLITUC00545:lsrRK,C
RDBECOLIRIC00307,tf-promoter,RDBECOLITFC00082,PlaR,plaR,RDBECOLITUC03592:plaR,C
RDBECOLIRIC00308,tf-promoter,RDBECOLITFC00093,Fur,oppA,RDBECOLITUC03256:oppABCDF,S
RDBECOLIRIC00309,tf-promoter,RDBECOLITFC00093,Fur,garP,RDBECOLITUC03606:garPLRK-rnpB,S
RDBECOLIRIC00310,tf-promoter,RDBECOLITFC00093,Fur,gspC,RDBECOLITUC01112:gspCDEFGHIJKLMO,S
RDBECOLIRIC00311,tf-promoter,RDBECOLITFC00093,Fur,ryhB,RDBECOLITUC01876:ryhB,C
RDBECOLIRIC00312,tf-promoter,RDBECOLITFC00093,Fur,fhuF,RDBECOLITUC02549:fhuF,C
RDBECOLIRIC00313,tf-promoter,RDBECOLITFC00093,Fur,fhuF,RDBECOLITUC02549:fhuF,C
RDBECOLIRIC00314,tf-promoter,RDBECOLITFC00093,Fur,yjjZ,RDBECOLITUC02815:yjjZ,C
RDBECOLIRIC00315,tf-promoter,RDBECOLITFC00093,Fur,yjjZ,RDBECOLITUC02815:yjjZ,C
RDBECOLIRIC00316,tf-promoter,RDBECOLITFC00084,NhaR,nhaA,RDBECOLITUC03235:nhaAR,C
RDBECOLIRIC00317,tf-promoter,RDBECOLITFC00084,NhaR,nhaA,RDBECOLITUC03235:nhaAR,C
RDBECOLIRIC00318,tf-promoter,RDBECOLITFC00084,NhaR,nhaA,RDBECOLITUC03235:nhaAR,S
RDBECOLIRIC00319,tf-promoter,RDBECOLITFC00072,FhlA,hycA,RDBECOLITUC03188:hycABCDEFGHI,C
RDBECOLIRIC00320,tf-promoter,RDBECOLITFC00072,FhlA,hypA,RDBECOLITUC02635:hypABCDE-fhlA,C
RDBECOLIRIC00321,tf-promoter,RDBECOLITFC00072,FhlA,fdhF,RDBECOLITUC03187:fdhF,C
RDBECOLIRIC00322,tf-promoter,RDBECOLITFC00166,PhoP,iraM,RDBECOLITUC00419:iraM,S
RDBECOLIRIC00323,tf-promoter,RDBECOLITFC00166,PhoP,iraM,RDBECOLITUC00419:iraM,W
RDBECOLIRIC00324,tf-promoter,RDBECOLITFC00170,CpxR,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00325,tf-promoter,RDBECOLITFC00170,CpxR,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00326,tf-promoter,RDBECOLITFC00170,CpxR,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00327,tf-promoter,RDBECOLITFC00170,CpxR,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00328,tf-promoter,RDBECOLITFC00170,CpxR,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00329,tf-promoter,RDBECOLITFC00170,CpxR,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00330,tf-promoter,RDBECOLITFC00170,CpxR,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00331,tf-promoter,RDBECOLITFC00170,CpxR,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00332,tf-promoter,RDBECOLITFC00170,CpxR,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00333,tf-promoter,RDBECOLITFC00211,IHF,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00334,tf-promoter,RDBECOLITFC00211,IHF,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00335,tf-promoter,RDBECOLITFC00123,GadRcs,adiC,RDBECOLITUC01309:adiC,S
RDBECOLIRIC00336,tf-promoter,RDBECOLITFC00123,GadRcs,slp,RDBECOLITUC03133:slp-dctR,S
RDBECOLIRIC00337,tf-promoter,RDBECOLITFC00093,Fur,sodA,RDBECOLITUC03101:sodA,S
RDBECOLIRIC00338,tf-promoter,RDBECOLITFC00093,Fur,pyrC,RDBECOLITUC03097:pyrC,S
RDBECOLIRIC00339,tf-promoter,RDBECOLITFC00126,FadR,fadH,RDBECOLITUC01054:fadH,S
RDBECOLIRIC00340,tf-promoter,RDBECOLITFC00098,ArcA,fadH,RDBECOLITUC01054:fadH,S
RDBECOLIRIC00341,tf-promoter,RDBECOLITFC00189,CRP,fadH,RDBECOLITUC01054:fadH,S
RDBECOLIRIC00342,tf-promoter,RDBECOLITFC00212,LeuO,casA,RDBECOLITUC00936:casABCDE12,S
RDBECOLIRIC00343,tf-promoter,RDBECOLITFC00212,LeuO,casA,RDBECOLITUC00936:casABCDE12,C
RDBECOLIRIC00344,tf-promoter,RDBECOLITFC00089,McbR,yciG,RDBECOLITUC00450:yciGFE,S
RDBECOLIRIC00345,tf-promoter,RDBECOLITFC00089,McbR,yciG,RDBECOLITUC00450:yciGFE,S
RDBECOLIRIC00346,tf-promoter,RDBECOLITFC00020,H-NS,yciG,RDBECOLITUC00450:yciGFE,C
RDBECOLIRIC00349,tf-promoter,RDBECOLITFC00166,PhoP,safA,RDBECOLITUC01618:safA-ydeO,S
RDBECOLIRIC00350,tf-promoter,RDBECOLITFC00166,PhoP,safA,RDBECOLITUC01618:safA-ydeO,S
RDBECOLIRIC00351,tf-promoter,RDBECOLITFC00166,PhoP,ydeP,RDBECOLITUC02551:ydeP,W
RDBECOLIRIC00352,tf-promoter,RDBECOLITFC00141,YdeO,safA,RDBECOLITUC01618:safA-ydeO,W
RDBECOLIRIC00353,tf-promoter,RDBECOLITFC00098,ArcA,arcZ,RDBECOLITUC02709:arcZ,W
RDBECOLIRIC00354,tf-promoter,RDBECOLITFC00029,MlrA,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00355,tf-promoter,RDBECOLITFC00029,MlrA,cadC,RDBECOLITUC03154:cadC,S
RDBECOLIRIC00356,tf-promoter,RDBECOLITFC00029,MlrA,rplU,RDBECOLITUC02089:rplU-rpmA-yhbE-obgE,S
RDBECOLIRIC00357,tf-promoter,RDBECOLITFC00029,MlrA,ibaG,RDBECOLITUC01088:ibaG,S
RDBECOLIRIC00358,tf-promoter,RDBECOLITFC00053,Fis,rplM,RDBECOLITUC03363:rplM-rpsI,W
RDBECOLIRIC00359,tf-promoter,RDBECOLITFC00166,PhoP,cysB,RDBECOLITUC03114:cysB,W
RDBECOLIRIC00360,tf-promoter,RDBECOLITFC00031,KdgR,edd,RDBECOLITUC03261:edd-eda,W
RDBECOLIRIC00361,tf-promoter,RDBECOLITFC00062,AidB,aidB,RDBECOLITUC03132:aidB,S
RDBECOLIRIC00362,tf-promoter,RDBECOLITFC00166,PhoP,glgB,RDBECOLITUC01445:glgBXCAP,W
RDBECOLIRIC00363,tf-promoter,RDBECOLITFC00166,PhoP,glgA,RDBECOLITUC01906:glgAP,W
RDBECOLIRIC00364,tf-promoter,RDBECOLITFC00099,NfeR,nfeR,RDBECOLITUC02841:nfeR,C
RDBECOLIRIC00365,tf-promoter,RDBECOLITFC00099,NfeR,nfeF,RDBECOLITUC02621:nfeF,C
RDBECOLIRIC00366,tf-promoter,RDBECOLITFC00093,Fur,nfeF,RDBECOLITUC02621:nfeF,S
RDBECOLIRIC00367,tf-promoter,RDBECOLITFC00093,Fur,nfeF,RDBECOLITUC02621:nfeF,S
RDBECOLIRIC00368,tf-promoter,RDBECOLITFC00093,Fur,nfeF,RDBECOLITUC02621:nfeF,S
RDBECOLIRIC00369,tf-promoter,RDBECOLITFC00014,Lrp,alaA,RDBECOLITUC00803:alaA,W
RDBECOLIRIC00370,tf-promoter,RDBECOLITFC00014,Lrp,avtA,RDBECOLITUC01173:avtA,W
RDBECOLIRIC00371,tf-promoter,RDBECOLITFC00057,Cra,sgrS,RDBECOLITUC00098:sgrST-setA,S
RDBECOLIRIC00372,tf-promoter,RDBECOLITFC00057,Cra,pdhR,RDBECOLITUC03540:pdhR-aceEF-lpdA,C
RDBECOLIRIC00373,tf-promoter,RDBECOLITFC00057,Cra,prpB,RDBECOLITUC01892:prpBCDE,S
RDBECOLIRIC00374,tf-promoter,RDBECOLITFC00057,Cra,cyoA,RDBECOLITUC03138:cyoABCDE,W
RDBECOLIRIC00375,tf-promoter,RDBECOLITFC00057,Cra,marR,RDBECOLITUC03225:marRAB,S
RDBECOLIRIC00376,tf-promoter,RDBECOLITFC00057,Cra,zwf,RDBECOLITUC03244:zwf,W
RDBECOLIRIC00377,tf-promoter,RDBECOLITFC00057,Cra,fbaB,RDBECOLITUC02664:fbaB,S
RDBECOLIRIC00378,tf-promoter,RDBECOLITFC00057,Cra,glcC,RDBECOLITUC01814:glcC,W
RDBECOLIRIC00379,tf-promoter,RDBECOLITFC00057,Cra,gpmM,RDBECOLITUC01187:gpmM-envC-yibQ,C
RDBECOLIRIC00380,tf-promoter,RDBECOLITFC00057,Cra,ppc,RDBECOLITUC02442:ppc,S
RDBECOLIRIC00381,tf-promoter,RDBECOLITFC00057,Cra,fruB,RDBECOLITUC03196:fruBKA,C
RDBECOLIRIC00382,tf-promoter,RDBECOLITFC00057,Cra,tpiA,RDBECOLITUC01688:tpiA,S
RDBECOLIRIC00383,tf-promoter,RDBECOLITFC00057,Cra,mpl,RDBECOLITUC03034:mpl,S
RDBECOLIRIC00384,tf-promoter,RDBECOLITFC00027,NagC,chiZ,RDBECOLITUC00289:chiZPQ,C
RDBECOLIRIC00385,tf-promoter,RDBECOLITFC00001,ExuR,uxaB,RDBECOLITUC01910:uxaB,W
RDBECOLIRIC00386,tf-promoter,RDBECOLITFC00189,CRP,uxaB,RDBECOLITUC01910:uxaB,W
RDBECOLIRIC00387,tf-promoter,RDBECOLITFC00027,NagC,ptsH,RDBECOLITUC03498:ptsHI-crr,W
RDBECOLIRIC00388,tf-promoter,RDBECOLITFC00027,NagC,creA,RDBECOLITUC03287:creABCD,W
RDBECOLIRIC00389,tf-promoter,RDBECOLITFC00027,NagC,dinI,RDBECOLITUC00393:dinI,W
RDBECOLIRIC00390,tf-promoter,RDBECOLITFC00027,NagC,ydeP,RDBECOLITUC02551:ydeP,W
RDBECOLIRIC00391,tf-promoter,RDBECOLITFC00027,NagC,ptsH,RDBECOLITUC03497:ptsHI-crr,W
RDBECOLIRIC00392,tf-promoter,RDBECOLITFC00027,NagC,ptsH,RDBECOLITUC03499:ptsHI-crr,W
RDBECOLIRIC00393,tf-tu,RDBECOLITFC00027,NagC,eutS,RDBECOLITUC00857:eutSPQTDM,W
RDBECOLIRIC00394,tf-promoter,RDBECOLITFC00027,NagC,feoA,RDBECOLITUC03303:feoABC,W
RDBECOLIRIC00395,tf-promoter,RDBECOLITFC00211,IHF,glmY,RDBECOLITUC00884:glmY,S
RDBECOLIRIC00397,tf-promoter,RDBECOLITFC00123,GadRcs,aslB,RDBECOLITUC03020:aslB,S
RDBECOLIRIC00398,tf-promoter,RDBECOLITFC00123,GadRcs,yhiM,RDBECOLITUC02773:yhiM,S
RDBECOLIRIC00399,tf-promoter,RDBECOLITFC00091,HdfR,gltB,RDBECOLITUC03217:gltBDF,S
RDBECOLIRIC00400,tf-promoter,RDBECOLITFC00176,AdiY,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00401,tf-promoter,RDBECOLITFC00176,AdiY,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00402,tf-promoter,RDBECOLITFC00176,AdiY,gltB,RDBECOLITUC03217:gltBDF,S
RDBECOLIRIC00403,tf-promoter,RDBECOLITFC00020,H-NS,slp,RDBECOLITUC03133:slp-dctR,S
RDBECOLIRIC00404,tf-promoter,RDBECOLITFC00020,H-NS,rcsD,RDBECOLITUC01492:rcsDB,S
RDBECOLIRIC00405,tf-promoter,RDBECOLITFC00020,H-NS,cadC,RDBECOLITUC03154:cadC,S
RDBECOLIRIC00406,tf-promoter,RDBECOLITFC00020,H-NS,ydeP,RDBECOLITUC02551:ydeP,S
RDBECOLIRIC00407,tf-promoter,RDBECOLITFC00020,H-NS,gadE,RDBECOLITUC02387:gadEF-mdtEF,S
RDBECOLIRIC00408,tf-promoter,RDBECOLITFC00020,H-NS,ydeO,RDBECOLITUC02552:ydeO,S
RDBECOLIRIC00409,tf-promoter,RDBECOLITFC00020,H-NS,adiY,RDBECOLITUC03682:adiY,S
RDBECOLIRIC00410,tf-promoter,RDBECOLITFC00020,H-NS,yhiM,RDBECOLITUC02773:yhiM,S
RDBECOLIRIC00411,tf-promoter,RDBECOLITFC00020,H-NS,gadW,RDBECOLITUC01723:gadW,S
RDBECOLIRIC00412,tf-promoter,RDBECOLITFC00020,H-NS,hdfR,RDBECOLITUC02974:hdfR,S
RDBECOLIRIC00413,tf-promoter,RDBECOLITFC00020,H-NS,evgL,RDBECOLITUC02540:evgLAS,S
RDBECOLIRIC00414,tf-promoter,RDBECOLITFC00020,H-NS,evgL,RDBECOLITUC02541:evgLAS,S
RDBECOLIRIC00415,tf-promoter,RDBECOLITFC00166,PhoP,iraM,RDBECOLITUC01913:iraM,S
RDBECOLIRIC00416,tf-promoter,RDBECOLITFC00020,H-NS,adeD,RDBECOLITUC02942:ade,W
RDBECOLIRIC00417,tf-promoter,RDBECOLITFC00075,ZraR,zraP,RDBECOLITUC03665:zraP,C
RDBECOLIRIC00418,tf-promoter,RDBECOLITFC00075,ZraR,zraS,RDBECOLITUC03666:zraSR,C
RDBECOLIRIC00419,tf-promoter,RDBECOLITFC00189,CRP,mhpR,RDBECOLITUC01915:mhpR-lacI,S
RDBECOLIRIC00420,tf-promoter,RDBECOLITFC00143,MntR,dps,RDBECOLITUC03211:dps,W
RDBECOLIRIC00421,tf-promoter,RDBECOLITFC00055,IscR,nrdH,RDBECOLITUC03826:nrdHIEF,W
RDBECOLIRIC00424,tf-promoter,RDBECOLITFC00187,GadX,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00425,tf-promoter,RDBECOLITFC00187,GadX,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00426,tf-promoter,RDBECOLITFC00187,GadX,gadB,RDBECOLITUC03593:gadBC,C
RDBECOLIRIC00427,tf-promoter,RDBECOLITFC00187,GadX,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00428,tf-promoter,RDBECOLITFC00187,GadX,slp,RDBECOLITUC03133:slp-dctR,C
RDBECOLIRIC00429,tf-promoter,RDBECOLITFC00187,GadX,hdeA,RDBECOLITUC03315:hdeAB-yhiD,S
RDBECOLIRIC00430,tf-promoter,RDBECOLITFC00187,GadX,gadE,RDBECOLITUC02387:gadEF-mdtEF,S
RDBECOLIRIC00431,tf-promoter,RDBECOLITFC00187,GadX,gadE,RDBECOLITUC01725:gadEF,S
RDBECOLIRIC00432,tf-promoter,RDBECOLITFC00187,GadX,gadY,RDBECOLITUC02389:gadY,W
RDBECOLIRIC00433,tf-promoter,RDBECOLITFC00187,GadX,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00434,tf-promoter,RDBECOLITFC00187,GadX,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00435,tf-promoter,RDBECOLITFC00187,GadX,gadW,RDBECOLITUC01723:gadW,W
RDBECOLIRIC00436,tf-promoter,RDBECOLITFC00187,GadX,btuB,RDBECOLITUC02408:btuB-murI,S
RDBECOLIRIC00437,tf-promoter,RDBECOLITFC00187,GadX,btuB,RDBECOLITUC02408:btuB-murI,S
RDBECOLIRIC00438,tf-promoter,RDBECOLITFC00187,GadX,btuB,RDBECOLITUC02408:btuB-murI,S
RDBECOLIRIC00439,tf-promoter,RDBECOLITFC00187,GadX,hdeD,RDBECOLITUC02334:hdeD,S
RDBECOLIRIC00440,tf-promoter,RDBECOLITFC00023,GadW,slp,RDBECOLITUC03133:slp-dctR,W
RDBECOLIRIC00441,tf-promoter,RDBECOLITFC00023,GadW,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00442,tf-promoter,RDBECOLITFC00023,GadW,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00443,tf-promoter,RDBECOLITFC00023,GadW,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00444,tf-promoter,RDBECOLITFC00023,GadW,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00445,tf-promoter,RDBECOLITFC00023,GadW,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00446,tf-promoter,RDBECOLITFC00023,GadW,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00447,tf-promoter,RDBECOLITFC00023,GadW,gadA,RDBECOLITUC03638:gadAX,S
RDBECOLIRIC00448,tf-promoter,RDBECOLITFC00023,GadW,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00449,tf-promoter,RDBECOLITFC00023,GadW,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00450,tf-promoter,RDBECOLITFC00023,GadW,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00451,tf-promoter,RDBECOLITFC00023,GadW,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00452,tf-promoter,RDBECOLITFC00023,GadW,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00453,tf-promoter,RDBECOLITFC00023,GadW,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00454,tf-promoter,RDBECOLITFC00023,GadW,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00455,tf-promoter,RDBECOLITFC00023,GadW,gadB,RDBECOLITUC03593:gadBC,S
RDBECOLIRIC00456,tf-promoter,RDBECOLITFC00187,GadX,hdeA,RDBECOLITUC03315:hdeAB-yhiD,S
RDBECOLIRIC00457,tf-promoter,RDBECOLITFC00187,GadX,hdeA,RDBECOLITUC03315:hdeAB-yhiD,S
RDBECOLIRIC00458,tf-promoter,RDBECOLITFC00023,GadW,hdeA,RDBECOLITUC03315:hdeAB-yhiD,S
RDBECOLIRIC00459,tf-promoter,RDBECOLITFC00023,GadW,hdeA,RDBECOLITUC03315:hdeAB-yhiD,S
RDBECOLIRIC00460,tf-promoter,RDBECOLITFC00023,GadW,hdeA,RDBECOLITUC03315:hdeAB-yhiD,S
RDBECOLIRIC00461,tf-promoter,RDBECOLITFC00023,GadW,hdeA,RDBECOLITUC03315:hdeAB-yhiD,W
RDBECOLIRIC00462,tf-promoter,RDBECOLITFC00187,GadX,gadX,RDBECOLITUC01545:gadXW,W
RDBECOLIRIC00463,tf-promoter,RDBECOLITFC00023,GadW,gadY,RDBECOLITUC02389:gadY,W
RDBECOLIRIC00464,tf-promoter,RDBECOLITFC00023,GadW,gadW,RDBECOLITUC01723:gadW,W
RDBECOLIRIC00465,tf-promoter,RDBECOLITFC00023,GadW,gadE,RDBECOLITUC02387:gadEF-mdtEF,W
RDBECOLIRIC00467,tf-promoter,RDBECOLITFC00076,ArgP,lysP,RDBECOLITUC02415:lysP,C
RDBECOLIRIC00468,tf-promoter,RDBECOLITFC00014,Lrp,lysP,RDBECOLITUC02415:lysP,S
RDBECOLIRIC00469,tf-promoter,RDBECOLITFC00014,Lrp,cadB,RDBECOLITUC03485:cadBA,S
RDBECOLIRIC00470,tf-promoter,RDBECOLITFC00207,RelBE,relB,RDBECOLITUC01509:relBE-hokD,C
RDBECOLIRIC00471,tf-promoter,RDBECOLITFC00207,RelBE,relB,RDBECOLITUC01509:relBE-hokD,S
RDBECOLIRIC00472,tf-promoter,RDBECOLITFC00168,YefMB,yefM,RDBECOLITUC00725:yefM-yoeB,C
RDBECOLIRIC00473,tf-promoter,RDBECOLITFC00129,YefM,yefM,RDBECOLITUC00725:yefM-yoeB,S
RDBECOLIRIC00474,tf-promoter,RDBECOLITFC00129,YefM,yefM,RDBECOLITUC00725:yefM-yoeB,C
RDBECOLIRIC00475,tf-promoter,RDBECOLITFC00220,HipB,hipB,RDBECOLITUC03317:hipBA,S
RDBECOLIRIC00476,tf-promoter,RDBECOLITFC00220,HipB,hipB,RDBECOLITUC03317:hipBA,S
RDBECOLIRIC00477,tf-promoter,RDBECOLITFC00220,HipB,hipB,RDBECOLITUC03317:hipBA,S
RDBECOLIRIC00478,tf-promoter,RDBECOLITFC00220,HipB,hipB,RDBECOLITUC03317:hipBA,S
RDBECOLIRIC00479,tf-promoter,RDBECOLITFC00018,CsgD,ubiT,RDBECOLITUC01682:ubiT-yhbS,S
RDBECOLIRIC00480,tf-promoter,RDBECOLITFC00018,CsgD,ubiT,RDBECOLITUC01682:ubiT-yhbS,S
RDBECOLIRIC00481,tf-promoter,RDBECOLITFC00018,CsgD,fliF,RDBECOLITUC03802:fliFGHIJK,S
RDBECOLIRIC00482,tf-promoter,RDBECOLITFC00018,CsgD,fliF,RDBECOLITUC03802:fliFGHIJK,S
RDBECOLIRIC00483,tf-promoter,RDBECOLITFC00018,CsgD,fliE,RDBECOLITUC03801:fliE,S
RDBECOLIRIC00484,tf-promoter,RDBECOLITFC00018,CsgD,fliE,RDBECOLITUC03801:fliE,S
RDBECOLIRIC00485,tf-promoter,RDBECOLITFC00018,CsgD,fliE,RDBECOLITUC02632:fliE,S
RDBECOLIRIC00486,tf-promoter,RDBECOLITFC00018,CsgD,fliE,RDBECOLITUC02632:fliE,S
RDBECOLIRIC00487,tf-promoter,RDBECOLITFC00018,CsgD,csgI,RDBECOLITUC00366:yccT,S
RDBECOLIRIC00488,tf-promoter,RDBECOLITFC00018,CsgD,csgB,RDBECOLITUC03413:csgBAC,S
RDBECOLIRIC00489,tf-promoter,RDBECOLITFC00018,CsgD,csgB,RDBECOLITUC03413:csgBAC,S
RDBECOLIRIC00490,tf-promoter,RDBECOLITFC00018,CsgD,csgB,RDBECOLITUC03413:csgBAC,S
RDBECOLIRIC00491,tf-promoter,RDBECOLITFC00018,CsgD,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00492,tf-promoter,RDBECOLITFC00018,CsgD,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00493,tf-promoter,RDBECOLITFC00018,CsgD,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC00494,tf-promoter,RDBECOLITFC00018,CsgD,nlpA,RDBECOLITUC02983:nlpA,S
RDBECOLIRIC00495,tf-promoter,RDBECOLITFC00018,CsgD,nlpA,RDBECOLITUC02983:nlpA,S
RDBECOLIRIC00496,tf-promoter,RDBECOLITFC00018,CsgD,wrbA,RDBECOLITUC00379:wrbA-yccJ,S
RDBECOLIRIC00497,tf-promoter,RDBECOLITFC00093,Fur,gltB,RDBECOLITUC03217:gltBDF,W
RDBECOLIRIC00498,tf-promoter,RDBECOLITFC00093,Fur,gnd,RDBECOLITUC02355:gnd-gndA,W
RDBECOLIRIC00499,tf-promoter,RDBECOLITFC00128,FNR,gnd,RDBECOLITUC02355:gnd-gndA,W
RDBECOLIRIC00500,tf-promoter,RDBECOLITFC00128,FNR,fumC,RDBECOLITUC03141:fumC,W
RDBECOLIRIC00501,tf-promoter,RDBECOLITFC00093,Fur,fumC,RDBECOLITUC03141:fumC,W
RDBECOLIRIC00502,tf-promoter,RDBECOLITFC00128,FNR,soxR,RDBECOLITUC03476:soxR,W
RDBECOLIRIC00503,tf-promoter,RDBECOLITFC00093,Fur,soxR,RDBECOLITUC03476:soxR,W
RDBECOLIRIC00504,tf-promoter,RDBECOLITFC00128,FNR,soxS,RDBECOLITUC03246:soxS,W
RDBECOLIRIC00505,tf-promoter,RDBECOLITFC00093,Fur,soxS,RDBECOLITUC03246:soxS,W
RDBECOLIRIC00506,tf-promoter,RDBECOLITFC00128,FNR,nac,RDBECOLITUC03648:nac,W
RDBECOLIRIC00507,tf-promoter,RDBECOLITFC00093,Fur,nac,RDBECOLITUC03648:nac,W
RDBECOLIRIC00508,tf-promoter,RDBECOLITFC00128,FNR,glnK,RDBECOLITUC03639:glnK-amtB,W
RDBECOLIRIC00509,tf-promoter,RDBECOLITFC00128,FNR,glnK,RDBECOLITUC03639:glnK-amtB,W
RDBECOLIRIC00510,tf-promoter,RDBECOLITFC00093,Fur,glnK,RDBECOLITUC03639:glnK-amtB,W
RDBECOLIRIC00511,tf-promoter,RDBECOLITFC00093,Fur,glnK,RDBECOLITUC03639:glnK-amtB,W
RDBECOLIRIC00512,tf-promoter,RDBECOLITFC00093,Fur,aspC,RDBECOLITUC02429:aspC,W
RDBECOLIRIC00513,tf-promoter,RDBECOLITFC00128,FNR,aspC,RDBECOLITUC02429:aspC,W
RDBECOLIRIC00514,tf-promoter,RDBECOLITFC00128,FNR,aspC,RDBECOLITUC02429:aspC,W
RDBECOLIRIC00515,tf-promoter,RDBECOLITFC00093,Fur,glnD,RDBECOLITUC01896:glnD,W
